iter	Logloss
231	0.3526324036
232	0.3522783098
233	0.3518179552
234	0.3513077345
235	0.3505362611
236	0.3496376914
237	0.34895285
238	0.3481836946
239	0.3475455045
240	0.3470133979
241	0.3465564358
242	0.3458698229
243	0.3453077619
244	0.3448034211
245	0.3443379418
246	0.3439045819
247	0.3432779086
248	0.3427532148
249	0.3420917346
250	0.3416602146
251	0.3411086575
252	0.3407083869
253	0.3404394946
254	0.3399813572
255	0.3395555792
256	0.3390224601
257	0.3386448427
258	0.3380259229
259	0.33754629
260	0.3371328118
261	0.3365268839
262	0.3360609966
263	0.3354104028
264	0.335053557
265	0.3344060376
266	0.3339192832
267	0.3335666
268	0.3329052987
269	0.3324476058
270	0.3320413003
271	0.3318600439
272	0.3315929498
273	0.3312591017
274	0.3309077558
275	0.3305811809
276	0.3301415668
277	0.3298021444
278	0.329251494
279	0.3290196482
280	0.3284135144
281	0.3279863614
282	0.327541505
283	0.3269662145
284	0.3266890378
285	0.3262842333
286	0.3259775915
287	0.3257097104
288	0.3254597892
289	0.3250614394
290	0.3246655328
291	0.3243880773
292	0.3238883807
293	0.3235733117
294	0.3231243877
295	0.3228378979
296	0.3225469727
297	0.3221738095
298	0.321688813
299	0.3212320517
300	0.3207823767
301	0.3203920209
302	0.3201563823
303	0.3196965845
304	0.3192630602
305	0.3187431837
306	0.3181881717
307	0.317901533
308	0.3175279145
309	0.3171034973
310	0.3166918226
311	0.3162966528
312	0.3158787334
313	0.3156776631
314	0.3151499673
315	0.3149634358
316	0.3145394266
317	0.3139915502
318	0.313585277
319	0.3131928467
320	0.3129320848
321	0.3126508903
322	0.3123732549
323	0.3121098088
324	0.3118228185
325	0.3115348369
326	0.3110417932
327	0.3104976898
328	0.3100523962
329	0.3095767156
330	0.3091200393
331	0.3088632276
332	0.3085218265
333	0.3081843508
334	0.3079675833
335	0.3074494717
336	0.3068709575
337	0.3065873996
338	0.3061921861
339	0.305724286
340	0.3054721627
341	0.305081381
342	0.3048827522
343	0.3045763761
344	0.3039023211
345	0.3036339108
346	0.3031392403
347	0.302842682
348	0.3025152354
349	0.3017575924
350	0.3013023259
351	0.3008757885
352	0.3006005397
353	0.3003394621
354	0.3000533526
355	0.2997581744
356	0.2993187455
357	0.2990468198
358	0.2986607992
359	0.2983266028
360	0.2980793571
361	0.2977231101
362	0.2974312382
363	0.2970748869
364	0.2967052543
365	0.2962856163
366	0.2959953907
367	0.2956582833
368	0.2952403157
369	0.2950112707
370	0.2947523557
371	0.2945599361
372	0.2942836499
373	0.2940389941
374	0.2937807385
375	0.2930835617
376	0.2925305953
377	0.2922438838
378	0.2919786449
379	0.2916987395
380	0.2914182153
381	0.2908889843
382	0.2905624005
383	0.2903049475
384	0.2900597958
385	0.2898766028
386	0.2897228625
387	0.2893186275
388	0.2889503559
389	0.2885921566
390	0.2884179535
391	0.2879612493
392	0.2877185309
393	0.2874687297
394	0.2871029746
395	0.2868231931
396	0.2863947762
397	0.2859855082
398	0.2857364116
399	0.2853099933
400	0.2849251387
401	0.2846916821
402	0.284385423
403	0.2841502035
404	0.2840395182
405	0.2836634719
406	0.2833033022
407	0.2829813979
408	0.2825215138
409	0.2822260062
410	0.2820231597
411	0.2816002954
412	0.2811823695
413	0.2807807398
414	0.2803983005
415	0.2801822206
416	0.2798161253
417	0.279553602
418	0.2793243285
419	0.2789397166
420	0.2787626197
421	0.2784171902
422	0.2779960679
423	0.2775009933
424	0.2771416977
425	0.2769407848
426	0.2766292702
427	0.276318033
428	0.2761050342
429	0.2758775852
430	0.2756105086
431	0.2754234729
432	0.2750694768
433	0.2747059716
434	0.2742466978
435	0.2739757769
436	0.2734961151
437	0.2732288172
438	0.2729279801
439	0.2727343178
440	0.2724636591
441	0.2720251229
442	0.2718166738
443	0.2715197156
444	0.2712718057
445	0.2708667216
446	0.2705271417
447	0.2701288377
448	0.2699415765
449	0.2697521177
450	0.2695335187
451	0.2693186686
452	0.2690148599
453	0.2686867075
454	0.2684965093
455	0.2681669465
456	0.2679481518
457	0.2676223773
458	0.2673027389
459	0.2670089551
460	0.2667371463
461	0.2665076811
462	0.2661278711
463	0.2659405657
464	0.2656662078
465	0.2653588871
466	0.2650525958
467	0.2647650948
468	0.2643965984
469	0.2641608332
470	0.2639424588
471	0.2638256463
472	0.2634486094
473	0.2632177459
474	0.2630400202
475	0.2627342814
476	0.2622701847
477	0.2620541952
478	0.2618135253
479	0.2616313938
480	0.2614093091
481	0.2611637284
482	0.2609379339
483	0.2606330268
484	0.2603387264
485	0.260028867
486	0.2598233064
487	0.2595079969
488	0.2592650569
489	0.2589862383
490	0.2586016894
491	0.2583746437
492	0.2581909988
493	0.2580226928
494	0.257710202
495	0.2574296515
496	0.2571042495
497	0.2567776282
498	0.2563519921
499	0.2562116551
500	0.2558635637
501	0.2555834207
502	0.2553896338
503	0.2548895891
504	0.2545277203
505	0.2543203142
506	0.2539849359
507	0.2536686467
508	0.2532949984
509	0.2529369508
510	0.2526928729
511	0.2524622844
512	0.2521420671
513	0.2519220726
514	0.2517076529
515	0.2514362083
516	0.2513556273
517	0.2511768257
518	0.2507189839
519	0.2503307856
520	0.2501266208
521	0.2499018919
522	0.2495541534
523	0.2492855867
524	0.2491746898
525	0.2488524416
526	0.248572049
527	0.2482816322
528	0.2481165442
529	0.2477881792
530	0.2474949502
531	0.2472678405
532	0.2469252929
533	0.246627322
534	0.2464463615
535	0.2458951262
536	0.2452781316
537	0.2449026985
538	0.2447029155
539	0.2444611877
540	0.2442849408
541	0.2440523113
542	0.2437983095
543	0.2434762683
544	0.2431666782
545	0.2429455788
546	0.2427734555
547	0.2425655365
548	0.2422918368
549	0.2420969891
550	0.241946423
551	0.241718355
552	0.2413923911
553	0.2410478777
554	0.2408557721
555	0.2407215156
556	0.2405271714
557	0.2402193443
558	0.2401028793
559	0.2398513095
560	0.2394851826
561	0.2392790876
562	0.2390816169
563	0.2388903194
564	0.2386619998
565	0.2384092731
566	0.2382286681
567	0.2378506988
568	0.2375986827
569	0.2371328249
570	0.2368422345
571	0.2366298303
572	0.2362922052
573	0.2361379507
574	0.2359186152
575	0.2356659169
576	0.235476868
577	0.2351899921
578	0.2347644484
579	0.2345493501
580	0.2343333133
581	0.2338880909
582	0.2335283314
583	0.2332672951
584	0.2329979191
585	0.2328785557
586	0.2326733718
587	0.2324909816
588	0.2323089167
589	0.232139589
590	0.2318507385
591	0.2316991966
592	0.2312997663
593	0.2311440776
594	0.2309431404
595	0.2307205597
596	0.230553342
597	0.2304023871
598	0.2300822187
599	0.229834246
600	0.2296674982
601	0.2293864347
602	0.229094752
603	0.2287890908
604	0.2286960363
605	0.2284112021
606	0.2281304209
607	0.2278970935
608	0.2276414363
609	0.2274478957
610	0.227130314
611	0.2269275437
612	0.226764546
613	0.2265580879
614	0.226260539
615	0.2259096409
616	0.2255952333
617	0.2254698635
618	0.2252289701
619	0.2248481492
620	0.2244254628
621	0.2240457771
622	0.2239099742
623	0.2235950231
624	0.2233388625
625	0.223142544
626	0.2228446583
627	0.2226485291
628	0.2223666676
629	0.2222225744
630	0.222068157
631	0.2218796284
632	0.2217517851
633	0.2215444184
634	0.2213017322
635	0.2211213034
636	0.2208386227
637	0.2206578712
638	0.2203450293
639	0.2201180821
640	0.2198880677
641	0.2198806088
642	0.2196210049
643	0.2194583412
644	0.2193447905
645	0.2190982633
646	0.2190059812
647	0.218751016
648	0.2186106685
649	0.2184441576
650	0.2183261902
651	0.2182981787
652	0.2180571412
653	0.2178678595
654	0.2177271452
655	0.2174154248
656	0.2173918974
657	0.217215626
658	0.2170118484
659	0.2166579538
660	0.2165575045
661	0.2164637311
662	0.2162341532
663	0.2156855437
664	0.2155090874
665	0.2151607981
666	0.2149532038
667	0.2146438016
668	0.2144334525
669	0.2143354203
670	0.21406962
671	0.213766908
672	0.213534848
673	0.213181766
674	0.213044729
675	0.2127925993
676	0.2125657001
677	0.2123245586
678	0.2120376152
679	0.2117274232
680	0.2113545755
681	0.211153779
682	0.2110234638
683	0.2106278852
684	0.2103632247
685	0.2101807248
686	0.2100433398
687	0.2098649324
688	0.20968821
689	0.20946303
690	0.2093867618
691	0.2091434977
692	0.2089970984
693	0.2087416666
694	0.2084913924
695	0.2083848879
696	0.2081535175
697	0.2077420384
698	0.2074900245
699	0.2072523198
700	0.2070815366
701	0.2069005086
702	0.2066365868
703	0.2064253298
704	0.2061539159
705	0.2058495335
706	0.2055297093
707	0.2054255167
708	0.2050738082
709	0.2048568991
710	0.2046745599
711	0.2045234385
712	0.2044019865
713	0.2040068085
714	0.2037945931
715	0.2036544463
716	0.2034723366
717	0.2031168212
718	0.2029670977
719	0.2026767197
720	0.2024039887
721	0.2022853744
722	0.2020325377
723	0.2018897918
724	0.2017673272
725	0.2014370183
726	0.2014163379
727	0.2011112257
728	0.2008976328
729	0.200759381
730	0.2007379084
731	0.2004150109
732	0.2000913892
733	0.1996978479
734	0.1993920224
735	0.1990586245
736	0.1989252984
737	0.1985831221
738	0.1984410331
739	0.1981191888
740	0.1978713789
741	0.1977194963
742	0.1974193358
743	0.1970978982
744	0.1969126661
745	0.1966409373
746	0.1964309991
747	0.1961809046
748	0.1959335177
749	0.1955345176
750	0.1953830359
751	0.1952001351
752	0.1951550243
753	0.1948793171
754	0.1947459555
755	0.1944422738
756	0.1942117994
757	0.1941273928
758	0.1938295629
759	0.1936147508
760	0.1935829542
761	0.1933884008
762	0.1931985886
763	0.1930282856
764	0.19285009
765	0.192561272
766	0.1923497422
767	0.1922582868
768	0.1921103795
769	0.1919473137
770	0.1918752763
771	0.1916456109
772	0.1916056684
773	0.1914523275
774	0.1913982476
775	0.1912524793
776	0.1911407522
777	0.1909395057
778	0.1906198854
779	0.1904120705
780	0.19012946
781	0.1897963608
782	0.1895069506
783	0.1893914379
784	0.1892276189
785	0.1890983502
786	0.1887664381
787	0.1885084802
788	0.1883566084
789	0.1880977533
790	0.188032873
791	0.1879707642
792	0.1877192639
793	0.1876172865
794	0.1873370391
795	0.1871509581
796	0.1870216385
797	0.1867671514
798	0.1866469392
799	0.1863828938
800	0.1861442998
801	0.1858604377
802	0.1856569584
803	0.1854642404
804	0.185287152
805	0.1850594064
806	0.1849041645
807	0.1846481155
808	0.1845548644
809	0.1842092987
810	0.184020848
811	0.1840000267
812	0.1837672316
813	0.183755004
814	0.1835039944
815	0.1833156185
816	0.1832281067
817	0.1829935663
818	0.1826973509
819	0.182561771
820	0.1823793417
821	0.1823543876
822	0.1820486338
823	0.1817814691
824	0.1817301827
825	0.1816081916
826	0.1814777005
827	0.181225352
828	0.1811125499
829	0.1810032093
830	0.1806935671
831	0.1804370272
832	0.1802155891
833	0.180045484
834	0.1798602114
835	0.1796996917
836	0.1794428125
837	0.1794128447
838	0.1791547714
839	0.1790545132
840	0.1787950124
841	0.1785971747
842	0.1783519126
843	0.1781113665
844	0.1778216018
845	0.1775664881
846	0.1774309783
847	0.1773114829
848	0.1769977217
849	0.1768445147
850	0.1768335504
851	0.1766380952
852	0.1763674484
853	0.176173543
854	0.1759260528
855	0.1757007887
856	0.1755072008
857	0.1754786185
858	0.1752246205
859	0.1750220251
860	0.1748832574
861	0.1746615432
862	0.1745804746
863	0.1745266597
864	0.1744098594
865	0.1741766631
866	0.173948632
867	0.1736746152
868	0.1735616412
869	0.1734545021
870	0.1732647892
871	0.1730943054
872	0.173072092
873	0.1728737453
874	0.1727144352
875	0.1724931891
876	0.1722733152
877	0.1720437776
878	0.1717863096
879	0.1717082903
880	0.1714593074
881	0.1713748022
882	0.1711108426
883	0.1709001978
884	0.1706673937
885	0.1704996581
886	0.1704794926
887	0.1702754283
888	0.1700986232
889	0.1700430397
890	0.1698860655
891	0.1697555041
892	0.1695161621
893	0.1692272732
894	0.16902037
895	0.1687701812
896	0.1685200638
897	0.1682064535
898	0.167927136
899	0.1678535671
900	0.1675534419
901	0.1674107406
902	0.1672381378
903	0.1670058756
904	0.16692667
905	0.1666934474
906	0.166373626
907	0.1663629096
908	0.1662025361
909	0.166015424
910	0.1658520061
911	0.1658448431
912	0.1655606686
913	0.1652913191
914	0.1652684234
915	0.165105616
916	0.1649118467
917	0.1646246618
918	0.1643600449
919	0.1641615336
920	0.1640582101
921	0.1639734045
922	0.1637624315
923	0.163569954
924	0.1635507914
925	0.1633464805
926	0.1631008558
927	0.1628195772
928	0.1625710206
929	0.1622782215
930	0.1620810508
931	0.1619689617
932	0.1617825782
933	0.1616495396
934	0.1614829898
935	0.1613109143
936	0.1610967515
937	0.16099999
938	0.1609028589
939	0.1607563192
940	0.1605711951
941	0.1603117898
942	0.1601973175
943	0.1601777645
944	0.1600177078
945	0.1597911487
946	0.1597341765
947	0.1595363364
948	0.1593856271
949	0.1592733112
950	0.1591255005
951	0.1588597132
952	0.1587252007
953	0.1586380776
954	0.1584323728
955	0.1581697502
956	0.1580525805
957	0.157803336
958	0.1575158142
959	0.1572836844
960	0.157067893
961	0.1569711345
962	0.1569022305
963	0.1568939606
964	0.1566554291
965	0.1565613089
966	0.1564066463
967	0.1561745302
968	0.1560019692
969	0.1558103504
970	0.1555995622
971	0.155440016
972	0.1552279128
973	0.1551007622
974	0.1550939838
975	0.1549197914
976	0.154726044
977	0.1544826762
978	0.1542892964
979	0.1541307369
980	0.1539948728
981	0.1538937606
982	0.1536811202
983	0.1536693798
984	0.1533928479
985	0.1532034474
986	0.1530738385
987	0.1529447818
988	0.1528593313
989	0.1526608868
990	0.1525049784
991	0.152366181
992	0.1521501544
993	0.1520088822
994	0.1519463792
995	0.1518183473
996	0.1517035459
997	0.1514515176
998	0.1512637707
999	0.1511690871
